abv,brewery,date_added,name,num_ratings,rating,state,style,town,abv_range,category,year_added,ale
0.054000000000000006,Atlas Brew Works,2/12/2017,Atlas Brew Works Hank's Hops,4,3.1,DC,Pale Ale - American / APA,Washington,5-6%,Pale Ale,2017,1
0.055,Atlas Brew Works,11/21/2013,Atlas Brew Works Harvest Ale,1,2.84,DC,Red Ale / Intl Amber Ale,Washington,5-6%,Red Ale,2013,1
0.058,Atlas Brew Works,3/10/2014,Atlas Brew Works Home Rule ( - 2017),17,3.3,DC,Pale Lager - India / Hoppy,Washington,5-6%,Pale Lager,2014,0
0.058,Atlas Brew Works,6/23/2018,Atlas Brew Works Home Rule (2018),1,3.04,DC,Pale Lager - India / Hoppy,Washington,5-6%,Pale Lager,2018,0
0.057,Atlas Brew Works,4/28/2019,Atlas Brew Works Hop Bot,1,3.19,DC,Pale Ale - American / APA,Washington,5-6%,Pale Ale,2019,1
0.063,Atlas Brew Works,5/21/2017,Atlas Brew Works If I Did It...,3,2.87,DC,IPA,Washington,6-7%,IPA,2017,1
0.067,Atlas Brew Works,2/4/2015,Atlas Brew Works JRDS Brandy Barrel Aged Anniversary Farmhouse,1,2.9,DC,Saison / Farmhouse / Grisette,Washington,6-7%,Farmhouse Ale,2015,1
0.064,Atlas Brew Works,6/14/2016,Atlas Brew Works Kalinkin,3,3.21,DC,Sour / Wild Beer,Washington,6-7%,Sour,2016,0
0.071,Atlas Brew Works,6/14/2016,Atlas Brew Works La Saison De Brett,4,3.44,DC,Saison / Farmhouse / Grisette,Washington,7-8%,Farmhouse Ale,2016,1
0.071,Atlas Brew Works,11/7/2013,Atlas Brew Works La Saison Des Fetes,25,3.37,DC,Saison / Farmhouse / Grisette,Washington,7-8%,Farmhouse Ale,2013,1
0.071,Atlas Brew Works,11/15/2014,Atlas Brew Works La Saison Des Fetes (Brett),5,3.25,DC,Saison / Farmhouse / Grisette,Washington,7-8%,Farmhouse Ale,2014,1
0.095,Atlas Brew Works,9/24/2018,Atlas Brew Works Madoff,1,2.98,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2018,1
0.092,Atlas Brew Works,9/8/2013,Atlas Brew Works NSFW,25,3.67,DC,IPA - Black/Brown/Cascadian Dark,Washington,8% and more,IPA,2013,1
0.073,Atlas Brew Works,8/10/2015,Atlas Brew Works Ponzi,38,3.44,DC,IPA,Washington,7-8%,IPA,2015,1
0.058,Atlas Brew Works,6/14/2016,Atlas Brew Works Pope in a Barrel,2,3.09,DC,Belgian Ale - Pale / Golden,Washington,5-6%,Pale Ale,2016,1
0.047,Atlas Brew Works,8/23/2018,Atlas Brew Works Pope Magic,1,2.77,DC,Belgian Ale - Pale / Golden,Washington,4-5%,Pale Ale,2018,1
0.067,Atlas Brew Works,5/23/2018,Atlas Brew Works Port Barrel Silent Neighbor,2,3.33,DC,Stout,Washington,6-7%,Porter / Stout,2018,0
0.05,Atlas Brew Works,8/28/2017,Atlas Brew Works Power Handshake,1,3.06,DC,Pale Ale - American / APA,Washington,5-6%,Pale Ale,2017,1
0.1,Atlas Brew Works,12/9/2016,Atlas Brew Works Rowdier,1,2.94,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2016,1
0.062,Atlas Brew Works,9/1/2013,Atlas Brew Works Rowdy,92,3.51,DC,Specialty Grain - Other,Washington,6-7%,Specialty,2013,0
0.062,Atlas Brew Works,8/25/2017,Atlas Brew Works Rowdy (Bourbon Oak Chips),3,2.91,DC,Specialty Grain - Other,Washington,6-7%,Specialty,2017,0
0.049,Atlas Brew Works,7/29/2016,"Atlas Brew Works Rye, Rye My Darling",5,3.3,DC,Specialty Grain - Other,Washington,4-5%,Specialty,2016,0
0.044,Atlas Brew Works,7/29/2016,Atlas Brew Works Should I Stay or Should I Gose,7,3.34,DC,Gose,Washington,4-5%,Sour,2016,0
0.067,Atlas Brew Works,9/5/2016,Atlas Brew Works Silent Neighbor,21,3.55,DC,Stout,Washington,6-7%,Porter / Stout,2016,0
0.07400000000000001,Atlas Brew Works,6/23/2018,Atlas Brew Works Stable Genius,1,2.98,DC,IPA - Black/Brown/Cascadian Dark,Washington,7-8%,IPA,2018,1
0.047,Atlas Brew Works,4/25/2014,Atlas Brew Works The 1500 South Cap Lager,25,3.31,DC,Helles / Dortmunder Export,Washington,4-5%,Pale Lager,2014,0
0.064,Atlas Brew Works,4/19/2019,Atlas Brew Works The Precious One,2,3.14,DC,IPA - Flavored,Washington,6-7%,IPA,2019,1
0.1,Atlas Brew Works,9/29/2017,Atlas Brew Works Tomb Essence,2,3.12,DC,Stout - Imperial,Washington,8% and more,Porter / Stout,2017,0
0.08199999999999999,Atlas Brew Works,9/11/2014,Atlas Brew Works Town and Country,11,3.24,DC,Belgian Ale - Strong Pale,Washington,8% and more,Strong Ale,2014,1
0.061,Atlas Brew Works,12/31/2018,Atlas Brew Works Tropic Thunder,1,3.02,DC,IPA,Washington,6-7%,IPA,2018,1
0.055,Atlas Brew Works,6/9/2017,Atlas Brew Works Ugly and Stoned,4,3.29,DC,Sour / Wild Beer,Washington,5-6%,Sour,2017,0
0.051,Atlas Brew Works,9/4/2015,Atlas Brew Works Wet Hop American Summer,3,2.9,DC,Pale Ale - American / APA,Washington,5-6%,Pale Ale,2015,1
0.05,Atlas Brew Works,8/22/2018,DC Solidarity 2018,3,3.05,DC,Pilsener / Pils / Pilsner,Washington,5-6%,Pale Lager,2018,0
0.07,Bardo Brewing,9/6/2015,Bardo Black IPA,1,3.06,DC,IPA - Black/Brown/Cascadian Dark,Washington,7-8%,IPA,2015,1
0.045,Bardo Brewing,11/20/2014,Bardo Bubba's Sour Mash,6,2.53,DC,Sour / Wild Beer,Washington,4-5%,Sour,2014,0
0.06,Bardo Brewing,11/20/2014,Bardo Buffalo Stout,2,3.0,DC,Stout,Washington,6-7%,Porter / Stout,2014,0
0.045,Bardo Brewing,1/9/2002,Bardo Bunbaberg Ginger Beer,9,2.88,DC,Flavored - Other,Washington,4-5%,Specialty,2002,0
0.075,Bardo Brewing,11/20/2014,Bardo Double Black 7 Grain Imperial IPA,3,3.19,DC,IPA - Black/Brown/Cascadian Dark,Washington,7-8%,IPA,2014,1
0.08,Bardo Brewing,11/20/2014,Bardo Dremo Tibetan Sasquatch,7,3.07,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2014,1
0.11,Bardo Brewing,1/4/2016,Bardo Graceland Imperial Stout,2,2.88,DC,Stout - Imperial,Washington,8% and more,Porter / Stout,2016,0
0.045,Bardo Brewing,8/19/2017,Bardo Hank's Summer Sour Mash,1,2.94,DC,Sour / Wild Beer,Washington,4-5%,Sour,2017,0
0.075,Bardo Brewing,8/19/2017,Bardo Imperial Black IPA,1,3.06,DC,IPA - Black/Brown/Cascadian Dark,Washington,7-8%,IPA,2017,1
0.08,Bardo Brewing,11/20/2014,Bardo Imperial Chuck Brown Ale,6,3.24,DC,Strong Ale - American,Washington,8% and more,Strong Ale,2014,1
0.066,Bardo Brewing,1/4/2016,Bardo Summit Pale Ale,2,3.02,DC,IPA,Washington,6-7%,IPA,2016,1
0.06,Bardo Brewing,11/20/2014,Bardo Tatonka,2,3.07,DC,Stout,Washington,6-7%,Porter / Stout,2014,0
0.06,Bardo Brewing,11/20/2014,Bardo Zeus,8,3.15,DC,IPA,Washington,6-7%,IPA,2014,1
0.068,Bluejacket,4/10/2017,Bluejacket / Arizona Wilderness Potential Grizzlies,3,3.21,DC,Saison / Farmhouse / Grisette,Washington,6-7%,Farmhouse Ale,2017,1
0.049,Bluejacket,7/30/2015,Bluejacket / Ben Middlemiss Space Cadet,6,3.4,DC,Pale Ale - American / APA,Washington,4-5%,Pale Ale,2015,1
0.067,Bluejacket,5/15/2014,Bluejacket / Brooklyn / New Belgium Rheinard de Vos,26,3.65,DC,Sour - Flanders Red / Bruin,Washington,6-7%,Sour,2014,0
0.048,Bluejacket,5/15/2014,Bluejacket / Brooklyn / New Belgium Twee Horsen,16,3.17,DC,Sour / Wild Beer,Washington,4-5%,Sour,2014,0
0.07,Bluejacket,5/15/2014,Bluejacket / Brooklyn / New Belgium Wild Horse Running Porter,21,3.44,DC,Porter,Washington,7-8%,Porter / Stout,2014,0
0.076,Bluejacket,11/6/2014,Bluejacket / Brouwerij Het Nest 52 Pick Up,6,3.15,DC,Belgian Ale - Pale / Golden,Washington,7-8%,Pale Ale,2014,1
0.035,Bluejacket,9/12/2016,Bluejacket / Cloudwater Twilights,10,3.61,DC,Saison / Farmhouse / Grisette,Washington,4% and less,Farmhouse Ale,2016,1
0.105,Bluejacket,6/2/2016,Bluejacket / Country Boy Man o' War,9,3.24,DC,Sour - Flanders Red / Bruin,Washington,8% and more,Sour,2016,0
0.06,Bluejacket,7/1/2016,Bluejacket / De La Senne Grayjacket,3,3.21,DC,Saison / Farmhouse / Grisette,Washington,6-7%,Farmhouse Ale,2016,1
0.05,Bluejacket,10/19/2013,Bluejacket / Freigeist Bitterschön,14,3.18,DC,Kölsch / Kölsch-Style,Washington,5-6%,Pale Lager,2013,0
0.05,Bluejacket,1/3/2016,Bluejacket / Freigeist Lagerfarm,17,3.37,DC,Pale Lager - Intl / Premium,Washington,5-6%,Pale Lager,2016,0
0.095,Bluejacket,11/7/2014,Bluejacket / Funky Buddha Bama Breeze,8,3.2,DC,Strong Ale - American,Washington,8% and more,Strong Ale,2014,1
0.042,Bluejacket,5/11/2014,Bluejacket / Great Raft Disaster Proof,9,2.96,DC,Specialty Grain - Other,Washington,4-5%,Specialty,2014,0
0.054000000000000006,Bluejacket,2/9/2017,"Bluejacket / Great Raft It's Me, Not You",2,3.16,DC,Pale Ale - American / APA,Washington,5-6%,Pale Ale,2017,1
0.077,Bluejacket,5/12/2014,Bluejacket / Great Raft Nobody's Darling,10,3.28,DC,Schwarzbier / Black Lager,Washington,7-8%,Dark Lager,2014,0
0.09,Bluejacket,8/13/2018,Bluejacket / Hardywood / RAR Favorite Things,1,3.17,DC,Stout - Imperial,Washington,8% and more,Porter / Stout,2018,0
0.08,Bluejacket,6/1/2018,Bluejacket / Hardywood / RAR Nashville Skyline,2,3.14,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2018,1
0.08,Bluejacket,5/8/2017,Bluejacket / Hardywood Exiles,1,3.06,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2017,1
0.111,Bluejacket,2/20/2016,Bluejacket / Haw River / Starpoint Brah'klava,10,3.11,DC,Flavored - Other,Washington,8% and more,Specialty,2016,0
0.06,Bluejacket,8/19/2014,Bluejacket / Intangible Ales Gene Turns 10k,59,3.67,DC,Sour / Wild Beer,Washington,6-7%,Sour,2014,0
0.06,Bluejacket,8/19/2014,Bluejacket / Intangible Ales Travlr's 11k,38,3.59,DC,Sour / Wild Beer,Washington,6-7%,Sour,2014,0
0.06,Bluejacket,8/19/2014,Bluejacket / Intangible Ales Travlr's 12k,43,3.6,DC,Sour / Wild Beer,Washington,6-7%,Sour,2014,0
0.071,Bluejacket,10/29/2013,Bluejacket / Maine Beer The Duel,10,3.24,DC,IPA,Washington,7-8%,IPA,2013,1
0.049,Bluejacket,9/7/2015,Bluejacket / Moor Fields of Friendly Strife,8,3.26,DC,Saison / Farmhouse / Grisette,Washington,4-5%,Farmhouse Ale,2015,1
0.049,Bluejacket,10/28/2015,Bluejacket / Moor Fields of Friendly Strife: Apricots,7,3.38,DC,Saison / Farmhouse / Grisette,Washington,4-5%,Farmhouse Ale,2015,1
0.055,Bluejacket,5/23/2014,Bluejacket / Nøgne Ø Gauntlet,14,3.27,DC,IPA - Black/Brown/Cascadian Dark,Washington,5-6%,IPA,2014,1
0.055,Bluejacket,9/12/2014,Bluejacket / Nøgne Ø Gauntlet (Cranberry),1,2.83,DC,IPA - Black/Brown/Cascadian Dark,Washington,5-6%,IPA,2014,1
0.07,Bluejacket,4/24/2018,Bluejacket / Ocelot Mixed Up/Torn Down,2,3.35,DC,IPA,Washington,7-8%,IPA,2018,1
0.091,Bluejacket,11/3/2016,Bluejacket / Otter Creek Dominant Wavelength,6,3.35,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2016,1
0.044,Bluejacket,3/29/2015,Bluejacket / Oxbow Wolfstur,8,3.32,DC,Kölsch / Kölsch-Style,Washington,4-5%,Pale Lager,2015,0
0.07,Bluejacket,12/6/2017,Bluejacket / Prairie Homemade Tots,4,3.4,DC,IPA,Washington,7-8%,IPA,2017,1
0.097,Bluejacket,5/11/2014,Bluejacket / Schlafly Fields of Fire,5,3.24,DC,Scotch Ale / Wee Heavy,Washington,8% and more,Strong Ale,2014,1
0.08,Bluejacket,12/9/2016,Bluejacket / Starpoint 85 Vagabond,5,3.43,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2016,1
0.059,Bluejacket,5/1/2014,Bluejacket / Stillwater Pyro,18,3.17,DC,Gose,Washington,5-6%,Sour,2014,0
0.056,Bluejacket,10/19/2013,Bluejacket / Struise Bombshell,5,3.02,DC,Belgian Ale - Pale / Golden,Washington,5-6%,Pale Ale,2013,1
0.059,Bluejacket,10/24/2013,Bluejacket / Struise Trouble,8,3.05,DC,Sour - Flanders Red / Bruin,Washington,5-6%,Sour,2013,0
0.07,Bluejacket,9/3/2014,Bluejacket / Terrapin Bretta World Peach,10,3.18,DC,Sour / Wild Beer,Washington,7-8%,Sour,2014,0
0.069,Bluejacket,5/1/2014,Bluejacket / Trois Dames Lullaby,3,2.96,DC,Witbier / Belgian White Ale,Washington,6-7%,Ale,2014,1
0.068,Bluejacket,3/10/2016,Bluejacket / Victory Brett Mason,13,3.47,DC,Sour / Wild Beer,Washington,6-7%,Sour,2016,0
0.067,Bluejacket,8/26/2014,Bluejacket 1812 Project #1: Strong Ale,2,2.98,DC,Strong Ale - English,Washington,6-7%,Strong Ale,2014,1
0.058,Bluejacket,2/12/2015,Bluejacket 1812 Project Blend: Porter,15,3.35,DC,Porter,Washington,5-6%,Porter / Stout,2015,0
0.086,Bluejacket,12/22/2013,Bluejacket 9 Pound Hammer (2013-2017),26,3.46,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2013,1
0.038,Bluejacket,2/12/2015,Bluejacket A Little Golden Gem,28,3.65,DC,Gose - Flavored,Washington,4% and less,Sour,2015,0
0.08,Bluejacket,2/17/2019,Bluejacket Academy Fight Song,3,3.24,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2019,1
0.047,Bluejacket,10/16/2015,Bluejacket Anacostia Delta,22,3.56,DC,Saison / Farmhouse / Grisette,Washington,4-5%,Farmhouse Ale,2015,1
0.075,Bluejacket,4/10/2017,Bluejacket Another Place,2,3.19,DC,IPA,Washington,7-8%,IPA,2017,1
0.04,Bluejacket,6/16/2016,Bluejacket Anthem,4,3.36,DC,Gose,Washington,4-5%,Sour,2016,0
0.07,Bluejacket,2/17/2017,Bluejacket Apostrophe ('),2,3.18,DC,IPA,Washington,7-8%,IPA,2017,1
0.122,Bluejacket,10/24/2014,Bluejacket Appleton Estate Barrel-Aged Cashmere,6,3.25,DC,Quadrupel / Abt,Washington,8% and more,Strong Ale,2014,1
0.048,Bluejacket,12/27/2018,Bluejacket Baby Blue,2,3.04,DC,Kölsch / Kölsch-Style,Washington,4-5%,Pale Lager,2018,0
0.04,Bluejacket,1/15/2014,Bluejacket Baker's Dozen,4,2.96,DC,Flavored - Other,Washington,4-5%,Specialty,2014,0
0.087,Bluejacket,11/11/2015,Bluejacket Bear Mountain,7,3.43,DC,Saison / Farmhouse / Grisette,Washington,8% and more,Farmhouse Ale,2015,1
0.07200000000000001,Bluejacket,12/9/2016,Bluejacket Because The Night,4,3.35,DC,Porter,Washington,7-8%,Porter / Stout,2016,0
0.085,Bluejacket,6/13/2016,Bluejacket Big Sleep,5,3.22,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2016,1
0.077,Bluejacket,10/19/2013,Bluejacket Bird of Prey IPA,17,3.29,DC,IPA,Washington,7-8%,IPA,2013,1
0.07400000000000001,Bluejacket,12/22/2013,Bluejacket Black Eye,11,3.27,DC,Porter,Washington,7-8%,Porter / Stout,2013,0
0.07400000000000001,Bluejacket,8/31/2014,Bluejacket Black Eye (Bitter Orange Peel),1,2.9,DC,Porter,Washington,7-8%,Porter / Stout,2014,0
0.12,Bluejacket,12/6/2015,Bluejacket Blue Monday,9,3.45,DC,Stout - Imperial,Washington,8% and more,Porter / Stout,2015,0
0.058,Bluejacket,8/21/2016,Bluejacket Blue Note,6,3.31,DC,Sour / Wild Beer,Washington,5-6%,Sour,2016,0
0.075,Bluejacket,4/10/2017,Bluejacket Blue Sky,4,3.21,DC,Bock - Weizenbock,Washington,7-8%,Wheat,2017,0
0.047,Bluejacket,8/14/2015,Bluejacket Blue Velvet,11,3.39,DC,Berliner Weisse,Washington,4-5%,Sour,2015,0
0.11,Bluejacket,10/30/2016,Bluejacket Bone Machine,7,3.54,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2016,1
0.069,Bluejacket,3/20/2016,Bluejacket Broken Chairs,7,3.26,DC,Porter,Washington,6-7%,Porter / Stout,2016,0
0.077,Bluejacket,2/25/2014,Bluejacket Bully Pulpit,8,3.2,DC,IIPA - Imperial / Double IPA,Washington,7-8%,IPA,2014,1
0.085,Bluejacket,5/1/2014,Bluejacket Burning Bush,4,2.98,DC,Tripel,Washington,8% and more,Strong Ale,2014,1
0.092,Bluejacket,5/10/2014,Bluejacket Burning Bush (Bourbon Barrel),7,3.2,DC,Tripel,Washington,8% and more,Strong Ale,2014,1
0.08,Bluejacket,8/27/2018,Bluejacket Caribou,5,3.44,DC,Stout - Milk / Sweet,Washington,8% and more,Porter / Stout,2018,0
0.098,Bluejacket,12/8/2013,Bluejacket Cashmere,12,3.28,DC,Quadrupel / Abt,Washington,8% and more,Strong Ale,2013,1
0.07,Bluejacket,3/24/2019,Bluejacket Challengers,3,3.3,DC,IPA,Washington,7-8%,IPA,2019,1
0.065,Bluejacket,2/27/2015,Bluejacket Cherry Trouble (Red Wine Barrel),6,3.54,DC,Sour - Flanders Red / Bruin,Washington,6-7%,Sour,2015,0
0.05,Bluejacket,8/10/2018,Bluejacket Circus,2,3.12,DC,Gose,Washington,5-6%,Sour,2018,0
0.08199999999999999,Bluejacket,1/23/2015,Bluejacket Clamor,17,3.5,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2015,1
0.05,Bluejacket,2/24/2014,Bluejacket Clockwork,9,3.21,DC,Sour / Wild Beer,Washington,5-6%,Sour,2014,0
0.066,Bluejacket,12/26/2014,Bluejacket Clown Car,6,3.22,DC,IPA,Washington,6-7%,IPA,2014,1
0.038,Bluejacket,11/11/2015,Bluejacket Coaltown,13,3.17,DC,Mild Ale,Washington,4% and less,Ale,2015,1
0.049,Bluejacket,12/13/2015,Bluejacket Coaltown (Cinnamon & Fireballs),1,3.06,DC,Brown Ale,Washington,4-5%,Amber Ale,2015,1
0.07,Bluejacket,1/21/2018,Bluejacket Cobras,2,3.21,DC,IPA,Washington,7-8%,IPA,2018,1
0.085,Bluejacket,5/2/2014,Bluejacket Cool Jerk,7,3.2,DC,Belgian Ale - Strong Pale,Washington,8% and more,Strong Ale,2014,1
0.105,Bluejacket,5/8/2017,Bluejacket Corcovado,1,2.92,DC,Quadrupel / Abt,Washington,8% and more,Strong Ale,2017,1
0.058,Bluejacket,10/29/2013,Bluejacket Cut & Dry,16,3.15,DC,Pilsener - Czech / Svetlý,Washington,5-6%,Pale Lager,2013,0
0.07400000000000001,Bluejacket,10/14/2017,Bluejacket Dance to the Music,1,3.02,DC,IPA,Washington,7-8%,IPA,2017,1
0.061,Bluejacket,10/30/2016,Bluejacket Dead Flowers,3,3.24,DC,Pale Ale - American / APA,Washington,6-7%,Pale Ale,2016,1
0.058,Bluejacket,2/17/2015,Bluejacket Decoy,10,3.2,DC,Pale Lager - Intl / Premium,Washington,5-6%,Pale Lager,2015,0
0.07,Bluejacket,11/21/2018,Bluejacket Diamond Sea,4,3.31,DC,IPA - Hazy / NEIPA,Washington,7-8%,NEIPA,2018,1
0.07,Bluejacket,7/13/2018,Bluejacket Dime-Store Alchemy,6,3.56,DC,IPA,Washington,7-8%,IPA,2018,1
0.07,Bluejacket,10/6/2018,Bluejacket Distant Morning,1,3.09,DC,IPA,Washington,7-8%,IPA,2018,1
0.065,Bluejacket,4/7/2017,Bluejacket Do it Again!,1,3.15,DC,IPA,Washington,6-7%,IPA,2017,1
0.054000000000000006,Bluejacket,10/31/2016,Bluejacket Dog On Wheels,2,3.28,DC,Pale Ale - American / APA,Washington,5-6%,Pale Ale,2016,1
0.062,Bluejacket,12/9/2016,Bluejacket Dogfight,4,3.23,DC,Red Ale / Intl Amber Ale,Washington,6-7%,Red Ale,2016,1
0.081,Bluejacket,2/18/2017,Bluejacket Door To The River,2,3.26,DC,Belgian Ale - Strong Pale,Washington,8% and more,Strong Ale,2017,1
0.07200000000000001,Bluejacket,3/9/2014,Bluejacket Double Date,9,3.17,DC,Dubbel,Washington,7-8%,Strong Ale,2014,1
0.086,Bluejacket,12/24/2018,Bluejacket Double Nickels,3,3.22,DC,Altbier / Sticke Alt,Washington,8% and more,Lager,2018,0
0.1,Bluejacket,4/7/2019,Bluejacket Dream Songs,1,3.11,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2019,1
0.048,Bluejacket,7/11/2018,Bluejacket Driven To Tears,2,3.21,DC,Sour / Wild Beer,Washington,4-5%,Sour,2018,0
0.056,Bluejacket,6/19/2014,Bluejacket Duchamp,23,3.36,DC,Saison / Farmhouse / Grisette,Washington,5-6%,Farmhouse Ale,2014,1
0.056,Bluejacket,6/19/2014,Bluejacket Duchamp (Rose Hips),4,3.03,DC,Saison / Farmhouse / Grisette,Washington,5-6%,Farmhouse Ale,2014,1
0.059,Bluejacket,1/13/2014,Bluejacket East of Eden,6,3.16,DC,Saison / Farmhouse / Grisette,Washington,5-6%,Farmhouse Ale,2014,1
0.03,Bluejacket,6/1/2018,Bluejacket Eighties Fan,1,3.13,DC,Sour / Wild Beer,Washington,4% and less,Sour,2018,0
0.08,Bluejacket,2/19/2019,Bluejacket Escape Momentum,1,3.06,DC,Sour - Flanders Red / Bruin,Washington,8% and more,Sour,2019,0
0.051,Bluejacket,3/17/2016,Bluejacket Essex,16,3.32,DC,Bitter - Premium / Strong / ESB,Washington,5-6%,Ale,2016,1
0.054000000000000006,Bluejacket,12/30/2017,Bluejacket Eton Rifles,5,3.36,DC,Porter,Washington,5-6%,Porter / Stout,2017,0
0.073,Bluejacket,8/3/2017,Bluejacket Everyday People,16,3.57,DC,IPA,Washington,7-8%,IPA,2017,1
0.08,Bluejacket,11/21/2018,Bluejacket Everything's Gone Green,2,3.26,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2018,1
0.07200000000000001,Bluejacket,9/12/2016,Bluejacket Ex Lion Tamer,7,3.26,DC,IPA,Washington,7-8%,IPA,2016,1
0.08,Bluejacket,10/24/2013,Bluejacket Figure 8,9,3.25,DC,Scotch Ale / Wee Heavy,Washington,8% and more,Strong Ale,2013,1
0.08,Bluejacket,1/12/2014,Bluejacket Figure 8 (Bourbon Soaked Oak Chips),8,3.51,DC,Scotch Ale / Wee Heavy,Washington,8% and more,Strong Ale,2014,1
0.08,Bluejacket,10/29/2013,"Bluejacket Figure 8 (Vanilla, Coffee)",4,3.12,DC,Scotch Ale / Wee Heavy,Washington,8% and more,Strong Ale,2013,1
0.052000000000000005,Bluejacket,9/22/2017,Bluejacket For the Company,11,3.36,DC,Helles / Dortmunder Export,Washington,5-6%,Pale Lager,2017,0
0.042,Bluejacket,10/19/2013,Bluejacket Forbidden Planet,65,3.72,DC,Blonde Ale / Golden Ale,Washington,4-5%,Pale Ale,2013,1
0.056,Bluejacket,10/10/2015,Bluejacket Formosa,8,3.35,DC,Sour / Wild Beer,Washington,5-6%,Sour,2015,0
0.07,Bluejacket,8/10/2018,Bluejacket Freak Scene,6,3.43,DC,IPA - Hazy / NEIPA,Washington,7-8%,NEIPA,2018,1
0.065,Bluejacket,2/9/2017,Bluejacket French Navy,4,3.26,DC,Bière de Garde / de Mars,Washington,6-7%,Farmhouse Ale,2017,1
0.052000000000000005,Bluejacket,5/1/2014,Bluejacket Full Bloom,38,3.53,DC,Saison / Farmhouse / Grisette,Washington,5-6%,Farmhouse Ale,2014,1
0.057,Bluejacket,11/25/2014,Bluejacket Full Bloom (Strawberries),2,2.87,DC,Saison / Farmhouse / Grisette,Washington,5-6%,Farmhouse Ale,2014,1
0.08,Bluejacket,2/17/2017,Bluejacket Full Fathom Five,11,3.61,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2017,1
0.04,Bluejacket,4/29/2015,Bluejacket Further,10,3.58,DC,Gose - Flavored,Washington,4-5%,Sour,2015,0
0.042,Bluejacket,8/10/2014,Bluejacket Gander,17,3.27,DC,Gose,Washington,4-5%,Sour,2014,0
0.08,Bluejacket,7/11/2018,Bluejacket Going Underground,4,3.49,DC,IIPA - Imperial / Double IPA,Washington,8% and more,IPA,2018,1
0.054000000000000006,Bluejacket,7/25/2014,Bluejacket Golden Boy,1,2.84,DC,Blonde Ale / Golden Ale,Washington,5-6%,Pale Ale,2014,1
0.058,Bluejacket,3/6/2015,Bluejacket Goldfinch,18,3.48,DC,Belgian Ale - Pale / Golden,Washington,5-6%,Pale Ale,2015,1
0.11,Bluejacket,10/30/2016,Bluejacket Grandmaster,1,3.23,DC,Stout - Imperial,Washington,8% and more,Porter / Stout,2016,0
0.054000000000000006,Bluejacket,12/19/2014,Bluejacket Grendel,12,3.29,DC,Belgian Ale - Pale / Golden,Washington,5-6%,Pale Ale,2014,1
0.054000000000000006,Bluejacket,12/26/2014,"Bluejacket Grendel (Cherries, Cacao Nibs)",3,2.86,DC,Belgian Ale - Pale / Golden,Washington,5-6%,Pale Ale,2014,1
0.056,Bluejacket,8/21/2016,Bluejacket Ground Swell,7,3.36,DC,Sour / Wild Beer,Washington,5-6%,Sour,2016,0
0.07200000000000001,Bluejacket,5/21/2014,Bluejacket Grover,4,3.1,DC,IPA,Washington,7-8%,IPA,2014,1
0.057,Bluejacket,2/9/2017,Bluejacket Harborcoat,3,3.37,DC,Pilsener - Czech / Svetlý,Washington,5-6%,Pale Lager,2017,0
0.084,Bluejacket,12/11/2013,Bluejacket Harlow!,5,3.03,DC,Belgian Ale - Strong Pale,Washington,8% and more,Strong Ale,2013,1
0.044,Bluejacket,8/18/2014,Bluejacket Haywire,11,3.22,DC,Wheat Ale,Washington,4-5%,Wheat,2014,0
0.059,Bluejacket,7/4/2017,Bluejacket Heart it Races,1,3.02,DC,Belgian Ale - Pale / Golden,Washington,5-6%,Pale Ale,2017,1
