abv,brewery,date_added,name,num_ratings,rating,state,style,town,abv_range,category,year_added,ale
0.068,Devils Backbone Brewing Company (AB InBev),11/23/2009,Devils Backbone Advantageous Weizenbock,2,2.93,VA,Bock - Weizenbock,Roseland,6-7%,Wheat,2009,0
0.04,Devils Backbone Brewing Company (AB InBev),11/27/2008,Devils Backbone Ale of Fergus,21,3.18,VA,Scottish Ale,Roseland,4-5%,Ale,2008,1
0.058,Devils Backbone Brewing Company (AB InBev),4/19/2009,Devils Backbone Ale of Fergus ESB,5,3.01,VA,Bitter - Premium / Strong / ESB,Roseland,5-6%,Ale,2009,1
0.065,Devils Backbone Brewing Company (AB InBev),12/30/2008,Devils Backbone Ale of Fergus Version 6.5,1,3.11,VA,Scottish Ale,Roseland,6-7%,Ale,2008,1
0.067,Devils Backbone Brewing Company (AB InBev),1/18/2009,Devils Backbone Ale of Fergus Winter Warmer,4,3.03,VA,Scottish Ale,Roseland,6-7%,Ale,2009,1
0.047,Devils Backbone Brewing Company (AB InBev),1/14/2016,Devils Backbone Ale of Two Cities,15,3.1,VA,Kölsch / Kölsch-Style,Roseland,4-5%,Pale Lager,2016,0
0.069,Devils Backbone Brewing Company (AB InBev),2/17/2009,Devils Backbone Alpen Bock,4,3.12,VA,Bock- Heller Bock / Maibock,Roseland,6-7%,Lager,2009,0
0.056,Devils Backbone Brewing Company (AB InBev),7/3/2013,Devils Backbone Alt Bier,9,3.34,VA,Altbier / Sticke Alt,Roseland,5-6%,Lager,2013,0
0.062,Devils Backbone Brewing Company (AB InBev),11/30/2010,Devils Backbone Anniversary Ale,3,2.93,VA,Red Ale / Intl Amber Ale,Roseland,6-7%,Red Ale,2010,1
0.07200000000000001,Devils Backbone Brewing Company (AB InBev),8/18/2015,Devils Backbone Antipodean IPA,3,3.19,VA,IPA,Roseland,7-8%,IPA,2015,1
0.029,Devils Backbone Brewing Company (AB InBev),5/17/2014,Devils Backbone Apostrophe,2,3.05,VA,Saison / Farmhouse / Grisette,Roseland,4% and less,Farmhouse Ale,2014,1
0.045,Devils Backbone Brewing Company (AB InBev),5/12/2009,Devils Backbone Apple Blossom Wheat,7,2.91,VA,Wheat Ale,Roseland,4-5%,Wheat,2009,0
0.08,Devils Backbone Brewing Company (AB InBev),7/9/2015,Devils Backbone Apple-achian Stout,29,3.42,VA,Stout,Roseland,8% and more,Porter / Stout,2015,0
0.048,Devils Backbone Brewing Company (AB InBev),8/8/2015,Devils Backbone Auster Brau,1,3.06,VA,Kölsch / Kölsch-Style,Roseland,4-5%,Pale Lager,2015,0
0.052000000000000005,Devils Backbone Brewing Company (AB InBev),1/14/2014,Devils Backbone Aviator Lager,2,3.19,VA,Helles / Dortmunder Export,Roseland,5-6%,Pale Lager,2014,0
0.078,Devils Backbone Brewing Company (AB InBev),6/19/2009,Devils Backbone Azrael,59,3.14,VA,Belgian Ale - Strong Pale,Roseland,7-8%,Strong Ale,2009,1
0.062,Devils Backbone Brewing Company (AB InBev),11/4/2017,Devils Backbone Back Packin' Nut Brown,5,3.28,VA,Brown Ale,Roseland,6-7%,Amber Ale,2017,1
0.08,Devils Backbone Brewing Company (AB InBev),8/3/2009,Devils Backbone Baltic Coffee,8,3.12,VA,Porter - Baltic,Roseland,8% and more,Porter / Stout,2009,0
0.096,Devils Backbone Brewing Company (AB InBev),12/6/2011,Devils Backbone Baracus,11,3.28,VA,Strong Ale - American,Roseland,8% and more,Strong Ale,2011,1
0.058,Devils Backbone Brewing Company (AB InBev),7/17/2011,Devils Backbone Barclay's London Dark Lager,18,3.34,VA,Dark Lager - Premium,Roseland,5-6%,Dark Lager,2011,0
0.057,Devils Backbone Brewing Company (AB InBev),12/16/2009,Devils Backbone Bavarian Dark Lager,8,3.27,VA,Dark Lager - Dunkel / Tmavý,Roseland,5-6%,Dark Lager,2009,0
0.054000000000000006,Devils Backbone Brewing Company (AB InBev),11/4/2016,Devils Backbone Beach Wheat,1,3.06,VA,Wheat Ale,Roseland,5-6%,Wheat,2016,0
0.045,Devils Backbone Brewing Company (AB InBev),12/23/2018,Devils Backbone Beam of Hope,1,3.09,VA,Pale Ale - American / APA,Roseland,4-5%,Pale Ale,2018,1
0.049,Devils Backbone Brewing Company (AB InBev),3/31/2013,Devils Backbone Beggars & Thieves,35,3.28,VA,Specialty Grain - Other,Roseland,4-5%,Specialty,2013,0
0.045,Devils Backbone Brewing Company (AB InBev),4/14/2009,Devils Backbone Belgian Witbier,13,3.12,VA,Witbier / Belgian White Ale,Roseland,4-5%,Ale,2009,1
0.048,Devils Backbone Brewing Company (AB InBev),11/25/2012,Devils Backbone Benjamin Bloods Lager,4,2.96,VA,Amber Lager - Intl / Vienna,Roseland,4-5%,Lager,2012,0
0.038,Devils Backbone Brewing Company (AB InBev),1/3/2012,Devils Backbone Berliner Metro Weisse,41,3.06,VA,Berliner Weisse,Roseland,4% and less,Sour,2012,0
0.08,Devils Backbone Brewing Company (AB InBev),12/20/2013,Devils Backbone Beta Max,10,3.47,VA,IIPA - Imperial / Double IPA,Roseland,8% and more,IPA,2013,1
0.106,Devils Backbone Brewing Company (AB InBev),1/12/2018,Devils Backbone Beyond All Chocolate Raisins,3,3.15,VA,BarleyWine / WheatWine / RyeWine,Roseland,8% and more,Strong Ale,2018,1
0.106,Devils Backbone Brewing Company (AB InBev),12/20/2016,Devils Backbone Beyond All Raisins,2,3.16,VA,BarleyWine / WheatWine / RyeWine,Roseland,8% and more,Strong Ale,2016,1
0.062,Devils Backbone Brewing Company (AB InBev),12/15/2014,Devils Backbone Bier de Noel,2,2.96,VA,Flavored - Other,Roseland,6-7%,Specialty,2014,0
0.056,Devils Backbone Brewing Company (AB InBev),1/3/2012,Devils Backbone Black Rock Milk Stout,18,3.51,VA,Stout - Milk / Sweet,Roseland,5-6%,Porter / Stout,2012,0
0.045,Devils Backbone Brewing Company (AB InBev),11/27/2008,Devils Backbone Black Rock Oatmeal Stout,2,2.84,VA,Stout - Milk / Sweet,Roseland,4-5%,Porter / Stout,2008,0
0.052000000000000005,Devils Backbone Brewing Company (AB InBev),10/30/2009,Devils Backbone Black Rock Oatmeal Stout (Wood Aged),1,2.87,VA,Stout - Milk / Sweet,Roseland,5-6%,Porter / Stout,2009,0
0.06,Devils Backbone Brewing Company (AB InBev),5/19/2011,Devils Backbone Black Wheat Stout,1,2.76,VA,Stout,Roseland,6-7%,Porter / Stout,2011,0
0.06,Devils Backbone Brewing Company (AB InBev),9/22/2010,Devils Backbone Blue Ridge Hop Revival Brown Ale,3,3.08,VA,Brown Ale,Roseland,6-7%,Amber Ale,2010,1
0.058,Devils Backbone Brewing Company (AB InBev),9/15/2012,Devils Backbone Blue Ridge Hop Revival Pale Ale,14,3.34,VA,Pale Ale - American / APA,Roseland,5-6%,Pale Ale,2012,1
0.076,Devils Backbone Brewing Company (AB InBev),12/24/2018,Devils Backbone Bock Bock 10th Anniversary Strong Lager,1,2.96,VA,Bock- Heller Bock / Maibock,Roseland,7-8%,Lager,2018,0
0.044,Devils Backbone Brewing Company (AB InBev),7/3/2013,Devils Backbone Bravo Four Point Pale Ale,23,3.28,VA,ISA - Session IPA,Roseland,4-5%,IPA,2013,1
0.061,Devils Backbone Brewing Company (AB InBev),4/18/2012,Devils Backbone Brewhaha (2012),1,2.88,VA,Pale Lager - Intl / Premium,Roseland,6-7%,Pale Lager,2012,0
0.047,Devils Backbone Brewing Company (AB InBev),4/26/2013,Devils Backbone Brewhaha Part Tres (2013),2,2.89,VA,IPA - Black/Brown/Cascadian Dark,Roseland,4-5%,IPA,2013,1
0.063,Devils Backbone Brewing Company (AB InBev),11/1/2018,Devils Backbone Brut IPA,3,2.96,VA,IPA - Brut,Roseland,6-7%,IPA,2018,1
0.048,Devils Backbone Brewing Company (AB InBev),6/14/2018,Devils Backbone Brut Lager,1,3.0,VA,Pale Lager - North Am. / Light,Roseland,4-5%,Pale Lager,2018,0
0.062,Devils Backbone Brewing Company (AB InBev),8/5/2017,Devils Backbone Cafe De Manana,6,3.41,VA,Porter,Roseland,6-7%,Porter / Stout,2017,0
0.054000000000000006,Devils Backbone Brewing Company (AB InBev),8/4/2017,Devils Backbone Call Me Pilsmael,5,3.24,VA,Pilsener - Czech / Svetlý,Roseland,5-6%,Pale Lager,2017,0
0.078,Devils Backbone Brewing Company (AB InBev),6/26/2012,Devils Backbone Capital Ale House Imperial Ten L.O.W.,1,2.87,VA,Belgian Ale - Strong Pale,Roseland,7-8%,Strong Ale,2012,1
0.048,Devils Backbone Brewing Company (AB InBev),6/23/2012,Devils Backbone Capital Ale House Ten L.O.W.,2,2.96,VA,Witbier / Belgian White Ale,Roseland,4-5%,Ale,2012,1
0.075,Devils Backbone Brewing Company (AB InBev),4/14/2009,Devils Backbone Catty Wompus,79,3.34,VA,Belgian Ale - Pale / Golden,Roseland,7-8%,Pale Ale,2009,1
0.07200000000000001,Devils Backbone Brewing Company (AB InBev),11/17/2014,Devils Backbone Chengdu Weizenbock,4,3.17,VA,Bock - Weizenbock,Roseland,7-8%,Wheat,2014,0
0.08,Devils Backbone Brewing Company (AB InBev),4/20/2019,Devils Backbone Clink,1,2.98,VA,IPA - Brut,Roseland,8% and more,IPA,2019,1
0.113,Devils Backbone Brewing Company (AB InBev),5/31/2016,Devils Backbone Cocoa Bear,8,3.56,VA,Stout - Imperial,Roseland,8% and more,Porter / Stout,2016,0
0.045,Devils Backbone Brewing Company (AB InBev),7/9/2015,Devils Backbone Coe-Habitation Lager,3,3.06,VA,Pale Lager - Intl / Premium,Roseland,4-5%,Pale Lager,2015,0
0.04,Devils Backbone Brewing Company (AB InBev),6/14/2015,Devils Backbone Cran-Gose,52,3.38,VA,Flavored - Fruit,Roseland,4-5%,Specialty,2015,0
0.048,Devils Backbone Brewing Company (AB InBev),12/7/2011,Devils Backbone Cru Noir,3,3.09,VA,Belgian Ale - Pale / Golden,Roseland,4-5%,Pale Ale,2011,1
0.056,Devils Backbone Brewing Company (AB InBev),11/8/2015,Devils Backbone Cuvee De Gooch,1,3.09,VA,Sour / Wild Beer,Roseland,5-6%,Sour,2015,0
0.07,Devils Backbone Brewing Company (AB InBev),12/11/2018,Devils Backbone Cyborg Brain Juice,1,3.04,VA,IPA - Hazy / NEIPA,Roseland,7-8%,NEIPA,2018,1
0.043,Devils Backbone Brewing Company (AB InBev),8/15/2017,Devils Backbone Czech 10,2,3.33,VA,Pilsener - Czech / Svetlý,Roseland,4-5%,Pale Lager,2017,0
0.08,Devils Backbone Brewing Company (AB InBev),9/21/2009,Devils Backbone Danzig,86,3.73,VA,Porter - Baltic,Roseland,8% and more,Porter / Stout,2009,0
0.08,Devils Backbone Brewing Company (AB InBev),4/5/2013,Devils Backbone Danzig (Cocoa Nibs),3,3.18,VA,Porter - Baltic,Roseland,8% and more,Porter / Stout,2013,0
0.08,Devils Backbone Brewing Company (AB InBev),6/20/2014,Devils Backbone Danzig (Whiskey Barrel),2,3.01,VA,Porter - Baltic,Roseland,8% and more,Porter / Stout,2014,0
0.075,Devils Backbone Brewing Company (AB InBev),9/28/2009,Devils Backbone Dark Abby,63,3.33,VA,Dubbel,Roseland,7-8%,Strong Ale,2009,1
0.068,Devils Backbone Brewing Company (AB InBev),7/16/2013,Devils Backbone Dark Abby (Wood Aged),10,3.32,VA,Dubbel,Roseland,6-7%,Strong Ale,2013,1
0.121,Devils Backbone Brewing Company (AB InBev),2/2/2009,Devils Backbone Dead Bear Imperial Stout,19,3.44,VA,Stout - Imperial,Roseland,8% and more,Porter / Stout,2009,0
0.085,Devils Backbone Brewing Company (AB InBev),7/23/2009,Devils Backbone Dead Bear Imperial Stout (Wood Aged),1,2.93,VA,Stout - Imperial,Roseland,8% and more,Porter / Stout,2009,0
0.07200000000000001,Devils Backbone Brewing Company (AB InBev),12/15/2014,Devils Backbone Dopple Vienna Bock,2,2.87,VA,Bock - Doppelbock,Roseland,7-8%,Lager,2014,0
0.042,Devils Backbone Brewing Company (AB InBev),4/3/2017,Devils Backbone Earned Run Ale (ERA),8,3.06,VA,Pale Ale - American / APA,Roseland,4-5%,Pale Ale,2017,1
0.059,Devils Backbone Brewing Company (AB InBev),11/19/2008,Devils Backbone Eight Point IPA,305,3.45,VA,IPA,Roseland,5-6%,IPA,2008,1
0.047,Devils Backbone Brewing Company (AB InBev),3/12/2011,Devils Backbone Ein Kolsch,5,2.95,VA,Kölsch / Kölsch-Style,Roseland,4-5%,Pale Lager,2011,0
0.06,Devils Backbone Brewing Company (AB InBev),8/4/2017,Devils Backbone Evergreen Rye,1,2.98,VA,Pale Lager - Intl / Premium,Roseland,6-7%,Pale Lager,2017,0
0.026,Devils Backbone Brewing Company (AB InBev),8/5/2017,Devils Backbone Excel Lager,1,3.02,VA,Pale Lager - North Am. / Light,Roseland,4% and less,Pale Lager,2017,0
0.061,Devils Backbone Brewing Company (AB InBev),1/26/2010,Devils Backbone Five Apostles Belgian Blonde,6,3.02,VA,Belgian Ale - Pale / Golden,Roseland,6-7%,Pale Ale,2010,1
0.069,Devils Backbone Brewing Company (AB InBev),12/30/2008,Devils Backbone Five Apostles Saison,15,3.43,VA,Saison / Farmhouse / Grisette,Roseland,6-7%,Farmhouse Ale,2008,1
0.059,Devils Backbone Brewing Company (AB InBev),12/18/2013,Devils Backbone Flor de Luna,9,3.28,VA,Belgian Ale - Pale / Golden,Roseland,5-6%,Pale Ale,2013,1
0.04,Devils Backbone Brewing Company (AB InBev),4/26/2009,Devils Backbone Four Point Pale Ale,12,3.2,VA,Pale Ale - American / APA,Roseland,4-5%,Pale Ale,2009,1
0.055,Devils Backbone Brewing Company (AB InBev),8/25/2009,Devils Backbone Fresh Hop Ale,3,3.02,VA,IPA,Roseland,5-6%,IPA,2009,1
0.048,Devils Backbone Brewing Company (AB InBev),2/6/2013,Devils Backbone Garland,3,3.0,VA,Blonde Ale / Golden Ale,Roseland,4-5%,Pale Ale,2013,1
0.068,Devils Backbone Brewing Company (AB InBev),12/20/2016,Devils Backbone Ginger Bock,1,3.09,VA,Flavored - Other,Roseland,6-7%,Specialty,2016,0
0.045,Devils Backbone Brewing Company (AB InBev),5/17/2014,Devils Backbone Ginger Brau,8,3.18,VA,Flavored - Other,Roseland,4-5%,Specialty,2014,0
0.045,Devils Backbone Brewing Company (AB InBev),11/19/2008,Devils Backbone Gold Leaf Lager,92,3.04,VA,Helles / Dortmunder Export,Roseland,4-5%,Pale Lager,2008,0
0.056,Devils Backbone Brewing Company (AB InBev),3/29/2016,Devils Backbone Golden Stag Blended Beer,7,3.09,VA,Blonde Ale / Golden Ale,Roseland,5-6%,Pale Ale,2016,1
0.047,Devils Backbone Brewing Company (AB InBev),3/4/2016,Devils Backbone Good Time Pale Ale,1,3.09,VA,ISA - Session IPA,Roseland,4-5%,IPA,2016,1
0.067,Devils Backbone Brewing Company (AB InBev),7/21/2009,Devils Backbone Grand and Motley Cru,3,2.97,VA,Belgian Ale - Strong Pale,Roseland,6-7%,Strong Ale,2009,1
0.069,Devils Backbone Brewing Company (AB InBev),10/30/2017,Devils Backbone Granát,1,3.21,VA,Amber Lager - Czech / Polotmavý,Roseland,6-7%,Lager,2017,0
0.03,Devils Backbone Brewing Company (AB InBev),8/4/2017,Devils Backbone Grill Marks,1,3.06,VA,Kölsch / Kölsch-Style,Roseland,4% and less,Pale Lager,2017,0
0.06,Devils Backbone Brewing Company (AB InBev),11/13/2014,Devils Backbone Growler Girl's Huckleberry Saison,2,2.91,VA,Saison / Farmhouse / Grisette,Roseland,6-7%,Farmhouse Ale,2014,1
0.054000000000000006,Devils Backbone Brewing Company (AB InBev),11/11/2016,Devils Backbone Hard to Port,1,3.17,VA,Porter,Roseland,5-6%,Porter / Stout,2016,0
0.057,Devils Backbone Brewing Company (AB InBev),8/18/2015,Devils Backbone Hasselhoff Kellerbier Pilsner,2,3.04,VA,Zwickelbier/Kellerbier/Landbier,Roseland,5-6%,Amber Ale,2015,1
0.045,Devils Backbone Brewing Company (AB InBev),6/21/2009,Devils Backbone Hazy Summer,15,2.88,VA,Flavored - Other,Roseland,4-5%,Specialty,2009,0
0.055,Devils Backbone Brewing Company (AB InBev),11/17/2014,Devils Backbone Herbst Bier,2,2.9,VA,Amber Lager - Intl / Vienna,Roseland,5-6%,Lager,2014,0
0.061,Devils Backbone Brewing Company (AB InBev),11/9/2018,Devils Backbone Hibiscus Hard Lemonade,4,2.72,VA,Flavored - Fruit,Roseland,6-7%,Specialty,2018,0
0.081,Devils Backbone Brewing Company (AB InBev),10/26/2013,Devils Backbone Hoodini,2,2.98,VA,Strong Ale - American,Roseland,8% and more,Strong Ale,2013,1
0.084,Devils Backbone Brewing Company (AB InBev),3/19/2015,Devils Backbone Hop Grumpkin,1,2.87,VA,IIPA - Imperial / Double IPA,Roseland,8% and more,IPA,2015,1
0.045,Devils Backbone Brewing Company (AB InBev),3/21/2010,Devils Backbone Hop Leaf Lager,1,2.79,VA,Helles / Dortmunder Export,Roseland,4-5%,Pale Lager,2010,0
0.048,Devils Backbone Brewing Company (AB InBev),12/30/2010,Devils Backbone Hoppy Wheat Pils,2,2.95,VA,Pilsener / Pils / Pilsner,Roseland,4-5%,Pale Lager,2010,0
0.062,Devils Backbone Brewing Company (AB InBev),6/28/2016,Devils Backbone Hot Shot IPA,19,3.23,VA,Flavored - Other,Roseland,6-7%,Specialty,2016,0
0.05,Devils Backbone Brewing Company (AB InBev),1/15/2018,Devils Backbone Hugo 30,1,2.94,VA,Amber Lager - Intl / Vienna,Roseland,5-6%,Lager,2018,0
0.05,Devils Backbone Brewing Company (AB InBev),12/8/2017,Devils Backbone Huntsmen Lager,1,3.04,VA,Dark Lager - Dunkel / Tmavý,Roseland,5-6%,Dark Lager,2017,0
0.051,Devils Backbone Brewing Company (AB InBev),9/26/2013,"Devils Backbone Ichabod Crandall (Cranberry, Cocoa Nibs, Orange Peel)",1,2.77,VA,Flavored - Other,Roseland,5-6%,Specialty,2013,0
0.085,Devils Backbone Brewing Company (AB InBev),2/12/2010,Devils Backbone Imperial NBA (Nelson Brown Ale),2,2.92,VA,Strong Ale - American,Roseland,8% and more,Strong Ale,2010,1
0.061,Devils Backbone Brewing Company (AB InBev),6/6/2012,Devils Backbone India Pale Lager,5,3.11,VA,Pale Lager - India / Hoppy,Roseland,6-7%,Pale Lager,2012,0
0.073,Devils Backbone Brewing Company (AB InBev),7/21/2010,Devils Backbone Inspirado,2,2.98,VA,Saison / Farmhouse / Grisette,Roseland,7-8%,Farmhouse Ale,2010,1
0.067,Devils Backbone Brewing Company (AB InBev),8/4/2017,Devils Backbone IPA,2,3.12,VA,IPA,Roseland,6-7%,IPA,2017,1
0.062,Devils Backbone Brewing Company (AB InBev),11/11/2016,Devils Backbone IPA Plus (Orange),1,3.09,VA,IPA,Roseland,6-7%,IPA,2016,1
0.061,Devils Backbone Brewing Company (AB InBev),5/15/2011,Devils Backbone Jack Brown's Pale Ale,9,3.1,VA,Pale Ale - American / APA,Roseland,6-7%,Pale Ale,2011,1
0.065,Devils Backbone Brewing Company (AB InBev),11/17/2014,Devils Backbone Jarilo IPA,1,2.87,VA,IPA,Roseland,6-7%,IPA,2014,1
0.08199999999999999,Devils Backbone Brewing Company (AB InBev),3/4/2017,Devils Backbone Juniper IPA,6,3.31,VA,IPA,Roseland,8% and more,IPA,2017,1
0.115,Devils Backbone Brewing Company (AB InBev),11/17/2015,Devils Backbone Kabong,10,3.39,VA,IIPA - Imperial / Double IPA,Roseland,8% and more,IPA,2015,1
0.065,Devils Backbone Brewing Company (AB InBev),10/17/2015,Devils Backbone Kardinal Lime IPA,1,3.09,VA,IPA,Roseland,6-7%,IPA,2015,1
0.075,Devils Backbone Brewing Company (AB InBev),12/8/2017,Devils Backbone Karma Points,1,3.11,VA,Bock - Weizenbock,Roseland,7-8%,Wheat,2017,0
0.056,Devils Backbone Brewing Company (AB InBev),7/3/2013,Devils Backbone Kash's Kavern American Stout,2,2.97,VA,Stout,Roseland,5-6%,Porter / Stout,2013,0
0.07,Devils Backbone Brewing Company (AB InBev),5/19/2011,Devils Backbone Keller Maibock,1,2.88,VA,Zwickelbier/Kellerbier/Landbier,Roseland,7-8%,Amber Ale,2011,1
0.08,Devils Backbone Brewing Company (AB InBev),11/27/2009,Devils Backbone Kilt Flasher Wee Heavy Scottish Ale,77,3.49,VA,Scotch Ale / Wee Heavy,Roseland,8% and more,Strong Ale,2009,1
0.08,Devils Backbone Brewing Company (AB InBev),12/16/2009,Devils Backbone Kilt Flasher Wee Heavy Scottish Ale (Wood Aged),31,3.46,VA,Scotch Ale / Wee Heavy,Roseland,8% and more,Strong Ale,2009,1
0.068,Devils Backbone Brewing Company (AB InBev),11/3/2010,Devils Backbone Kung Pow! Enter the Hop,2,3.03,VA,IPA,Roseland,6-7%,IPA,2010,1
0.055,Devils Backbone Brewing Company (AB InBev),7/9/2015,Devils Backbone Lemon-Ada,3,3.1,VA,Pale Ale - American / APA,Roseland,5-6%,Pale Ale,2015,1
0.066,Devils Backbone Brewing Company (AB InBev),3/31/2012,Devils Backbone Low Hanging Fruit - Apple,3,2.99,VA,Saison / Farmhouse / Grisette,Roseland,6-7%,Farmhouse Ale,2012,1
0.054000000000000006,Devils Backbone Brewing Company (AB InBev),3/19/2015,Devils Backbone Low Hanging Fruit - Tart Cherry,2,3.19,VA,Sour / Wild Beer,Roseland,5-6%,Sour,2015,0
0.07400000000000001,Devils Backbone Brewing Company (AB InBev),4/26/2009,Devils Backbone Maibock,25,3.37,VA,Bock- Heller Bock / Maibock,Roseland,7-8%,Lager,2009,0
0.112,Devils Backbone Brewing Company (AB InBev),12/20/2013,Devils Backbone Marsedon,6,3.25,VA,Quadrupel / Abt,Roseland,8% and more,Strong Ale,2013,1
0.05,Devils Backbone Brewing Company (AB InBev),5/9/2016,Devils Backbone Meadow Bier,1,3.15,VA,Pilsener / Pils / Pilsner,Roseland,5-6%,Pale Lager,2016,0
0.051,Devils Backbone Brewing Company (AB InBev),3/29/2013,Devils Backbone Meridian Pils,4,3.1,VA,Pilsener / Pils / Pilsner,Roseland,5-6%,Pale Lager,2013,0
0.077,Devils Backbone Brewing Company (AB InBev),11/12/2017,Devils Backbone Mile 842,11,3.2,VA,Pale Lager - India / Hoppy,Roseland,7-8%,Pale Lager,2017,0
0.065,Devils Backbone Brewing Company (AB InBev),11/21/2013,Devils Backbone Milestone 5,3,3.06,VA,Amber Lager - Intl / Vienna,Roseland,6-7%,Lager,2013,0
0.064,Devils Backbone Brewing Company (AB InBev),12/6/2015,Devils Backbone Milestone 7,1,2.96,VA,Scottish Ale,Roseland,6-7%,Ale,2015,1
0.054000000000000006,Devils Backbone Brewing Company (AB InBev),10/12/2014,Devils Backbone Montpelier's Best Ambition Ale,3,3.09,VA,Red Ale / Intl Amber Ale,Roseland,5-6%,Red Ale,2014,1
0.053,Devils Backbone Brewing Company (AB InBev),1/22/2011,Devils Backbone Morana Tmavé,8,3.47,VA,Dark Lager - Dunkel / Tmavý,Roseland,5-6%,Dark Lager,2011,0
0.11,Devils Backbone Brewing Company (AB InBev),6/21/2017,Devils Backbone Morning Bear (2017),4,3.47,VA,Stout - Imperial,Roseland,8% and more,Porter / Stout,2017,0
0.091,Devils Backbone Brewing Company (AB InBev),1/7/2010,Devils Backbone Morning Bear Coffee Imperial Stout,5,3.41,VA,Stout - Imperial,Roseland,8% and more,Porter / Stout,2010,0
0.064,Devils Backbone Brewing Company (AB InBev),3/9/2012,Devils Backbone Namibian Pale Ale,4,3.09,VA,Pale Ale - American / APA,Roseland,6-7%,Pale Ale,2012,1
0.049,Devils Backbone Brewing Company (AB InBev),11/19/2009,Devils Backbone Natural Born Keller,1,2.84,VA,Zwickelbier/Kellerbier/Landbier,Roseland,4-5%,Amber Ale,2009,1
0.051,Devils Backbone Brewing Company (AB InBev),10/5/2015,Devils Backbone Nein Witze Raspberry Milk Stout,1,3.06,VA,Stout - Milk / Sweet,Roseland,5-6%,Porter / Stout,2015,0
0.053,Devils Backbone Brewing Company (AB InBev),6/19/2009,Devils Backbone Nelson Brown Ale 2009,3,2.94,VA,Brown Ale,Roseland,5-6%,Amber Ale,2009,1
0.057,Devils Backbone Brewing Company (AB InBev),8/4/2011,Devils Backbone Nelson Brown Ale 2011,2,2.91,VA,Brown Ale,Roseland,5-6%,Amber Ale,2011,1
0.071,Devils Backbone Brewing Company (AB InBev),6/14/2015,Devils Backbone Nelson Saison,1,3.02,VA,Saison / Farmhouse / Grisette,Roseland,7-8%,Farmhouse Ale,2015,1
0.056,Devils Backbone Brewing Company (AB InBev),4/2/2014,Devils Backbone New World Pilsner,2,2.97,VA,Pilsener / Pils / Pilsner,Roseland,5-6%,Pale Lager,2014,0
0.058,Devils Backbone Brewing Company (AB InBev),10/5/2009,Devils Backbone O'Fest,26,3.07,VA,Märzen / Oktoberfest Bier,Roseland,5-6%,Other Lager,2009,0
0.048,Devils Backbone Brewing Company (AB InBev),12/14/2012,Devils Backbone Old Germany Lager,2,3.07,VA,Helles / Dortmunder Export,Roseland,4-5%,Pale Lager,2012,0
0.08,Devils Backbone Brewing Company (AB InBev),1/17/2010,Devils Backbone Old Glen,7,3.23,VA,Old Ale,Roseland,8% and more,Strong Ale,2010,1
0.055,Devils Backbone Brewing Company (AB InBev),2/12/2010,Devils Backbone Old Virginia Dark,14,3.23,VA,Amber Lager - Intl / Vienna,Roseland,5-6%,Lager,2010,0
0.04,Devils Backbone Brewing Company (AB InBev),11/9/2011,Devils Backbone Old Virginia Gold,2,2.73,VA,Cream Ale,Roseland,4-5%,Ale,2011,1
0.058,Devils Backbone Brewing Company (AB InBev),8/25/2011,Devils Backbone Olewine's Brown,3,3.02,VA,Brown Ale,Roseland,5-6%,Amber Ale,2011,1
0.05,Devils Backbone Brewing Company (AB InBev),8/4/2017,Devils Backbone Oma's Apricot Jam,5,3.12,VA,Flavored - Fruit,Roseland,5-6%,Specialty,2017,0
0.105,Devils Backbone Brewing Company (AB InBev),1/12/2018,Devils Backbone Oso Muerto,4,3.42,VA,Stout - Imperial,Roseland,8% and more,Porter / Stout,2018,0
0.053,Devils Backbone Brewing Company (AB InBev),7/21/2009,Devils Backbone Paula & Andy's Victory Red,1,2.84,VA,Red Ale - Irish,Roseland,5-6%,Red Ale,2009,1
0.046,Devils Backbone Brewing Company (AB InBev),6/14/2015,Devils Backbone Peach Wit,1,3.15,VA,Flavored - Fruit,Roseland,4-5%,Specialty,2015,0
0.044,Devils Backbone Brewing Company (AB InBev),6/6/2012,Devils Backbone Pear Lager,39,3.14,VA,Flavored - Fruit,Roseland,4-5%,Specialty,2012,0
0.047,Devils Backbone Brewing Company (AB InBev),11/4/2016,Devils Backbone Pearl Wit,1,3.04,VA,Witbier / Belgian White Ale,Roseland,4-5%,Ale,2016,1
0.084,Devils Backbone Brewing Company (AB InBev),11/11/2016,Devils Backbone Peppercorn Grand Cru,2,3.18,VA,Belgian Ale - Strong Pale,Roseland,8% and more,Strong Ale,2016,1
0.05,Devils Backbone Brewing Company (AB InBev),10/12/2014,Devils Backbone Pilot Brau,1,2.88,VA,Pilsener / Pils / Pilsner,Roseland,5-6%,Pale Lager,2014,0
0.059,Devils Backbone Brewing Company (AB InBev),10/28/2015,Devils Backbone Pilot Brew Ale,2,3.11,VA,Blonde Ale / Golden Ale,Roseland,5-6%,Pale Ale,2015,1
0.051,Devils Backbone Brewing Company (AB InBev),10/5/2015,Devils Backbone Pink-A-Boo,2,3.09,VA,Flavored - Fruit,Roseland,5-6%,Specialty,2015,0
0.036000000000000004,Devils Backbone Brewing Company (AB InBev),6/14/2015,Devils Backbone Piwo Gwarski,1,3.04,VA,Gose,Roseland,4% and less,Sour,2015,0
